gene,in_ST,in_scRNA,exact_overlap,case_insensitive_overlap,used_for_formal_overlap
AC023983.1,True,False,False,False,False
AC023983.2,True,False,False,False,False
AC024022.1,True,False,False,False,False
AC024028.1,True,False,False,False,False
AC024060.1,True,False,False,False,False
AC024075.3,True,False,False,False,False
AC024084.1,True,False,False,False,False
AC024132.1,True,False,False,False,False
AC024132.2,True,False,False,False,False
AC024132.3,True,False,False,False,False
AC024145.1,True,False,False,False,False
AC024224.2,True,False,False,False,False
AC024230.1,True,False,False,False,False
AC024243.1,True,False,False,False,False
AC024257.1,True,False,False,False,False
AC024257.3,True,False,False,False,False
AC024257.4,True,False,False,False,False
AC024257.5,True,False,False,False,False
AC024267.1,True,False,False,False,False
AC024267.3,True,False,False,False,False
AC024267.4,True,False,False,False,False
AC024267.5,True,False,False,False,False
AC024267.6,True,False,False,False,False
AC024270.2,True,False,False,False,False
AC024270.3,True,False,False,False,False
AC024270.4,True,False,False,False,False
AC024337.1,True,False,False,False,False
AC024337.2,True,False,False,False,False
AC024361.2,True,False,False,False,False
AC024361.3,True,False,False,False,False
AC024382.1,True,False,False,False,False
AC024475.1,True,False,False,False,False
AC024475.3,True,False,False,False,False
AC024475.4,True,False,False,False,False
AC024559.1,True,False,False,False,False
AC024559.2,True,False,False,False,False
AC024560.1,True,False,False,False,False
AC024560.3,True,False,False,False,False
AC024563.1,True,False,False,False,False
AC024575.1,True,False,False,False,False
AC024579.1,True,False,False,False,False
AC024581.1,True,False,False,False,False
AC024587.2,True,False,False,False,False
AC024592.1,True,False,False,False,False
AC024592.2,True,False,False,False,False
AC024592.3,True,False,False,False,False
AC024597.1,True,False,False,False,False
AC024600.1,True,False,False,False,False
AC024601.1,True,False,False,False,False
AC024603.1,True,False,False,False,False
AC024610.1,True,False,False,False,False
AC024610.2,True,False,False,False,False
AC024614.1,True,False,False,False,False
AC024614.2,True,False,False,False,False
AC024614.4,True,False,False,False,False
AC024619.2,True,False,False,False,False
AC024619.3,True,False,False,False,False
AC024651.1,True,False,False,False,False
AC024651.2,True,False,False,False,False
AC024681.2,True,False,False,False,False
AC024884.2,True,False,False,False,False
AC024896.1,True,False,False,False,False
AC024901.1,True,False,False,False,False
AC024908.1,True,False,False,False,False
AC024909.1,True,False,False,False,False
AC024909.2,True,False,False,False,False
AC024933.1,True,False,False,False,False
AC024940.1,True,False,False,False,False
AC024941.1,True,False,False,False,False
AC024941.2,True,False,False,False,False
AC024958.1,True,False,False,False,False
AC025030.2,True,False,False,False,False
AC025031.1,True,False,False,False,False
AC025031.2,True,False,False,False,False
AC025031.4,True,False,False,False,False
AC025034.1,True,False,False,False,False
AC025035.1,True,False,False,False,False
AC025038.1,True,False,False,False,False
AC025040.1,True,False,False,False,False
AC025043.1,True,False,False,False,False
AC025048.1,True,False,False,False,False
AC025048.4,True,False,False,False,False
AC025154.1,True,False,False,False,False
AC025154.2,True,False,False,False,False
AC025159.1,True,False,False,False,False
AC025162.1,True,False,False,False,False
AC025164.1,True,False,False,False,False
AC025165.1,True,False,False,False,False
AC025165.2,True,False,False,False,False
AC025165.3,True,False,False,False,False
AC025165.4,True,False,False,False,False
AC025165.5,True,False,False,False,False
AC025166.1,True,False,False,False,False
AC025171.2,True,False,False,False,False
AC025171.3,True,False,False,False,False
AC025171.4,True,False,False,False,False
AC025171.5,True,False,False,False,False
AC025174.1,True,False,False,False,False
AC025175.1,True,False,False,False,False
AC025176.1,True,False,False,False,False
AC025178.1,True,False,False,False,False
AC025180.1,True,False,False,False,False
AC025181.2,True,False,False,False,False
AC025183.1,True,False,False,False,False
AC025183.2,True,False,False,False,False
AC025183.3,True,False,False,False,False
AC025187.1,True,False,False,False,False
AC025188.1,True,False,False,False,False
AC025211.1,True,False,False,False,False
AC025219.1,True,False,False,False,False
AC025244.1,True,False,False,False,False
AC025244.2,True,False,False,False,False
AC025252.1,True,False,False,False,False
AC025253.1,True,False,False,False,False
AC025254.1,True,False,False,False,False
AC025257.1,True,False,False,False,False
AC025259.1,True,False,False,False,False
AC025259.3,True,False,False,False,False
AC025262.1,True,False,False,False,False
AC025263.1,True,False,False,False,False
AC025263.2,True,False,False,False,False
AC025265.1,True,False,False,False,False
AC025265.2,True,False,False,False,False
AC025265.3,True,False,False,False,False
AC025271.2,True,False,False,False,False
AC025271.3,True,False,False,False,False
AC025271.4,True,False,False,False,False
AC025272.1,True,False,False,False,False
AC025277.1,True,False,False,False,False
AC025278.1,True,False,False,False,False
AC025283.2,True,False,False,False,False
AC025283.3,True,False,False,False,False
AC025284.1,True,False,False,False,False
AC025287.2,True,False,False,False,False
AC025287.3,True,False,False,False,False
AC025287.4,True,False,False,False,False
AC025366.1,True,False,False,False,False
AC025370.1,True,False,False,False,False
AC025419.1,True,False,False,False,False
AC025423.1,True,False,False,False,False
AC025423.4,True,False,False,False,False
AC025428.1,True,False,False,False,False
AC025428.2,True,False,False,False,False
AC025430.1,True,False,False,False,False
AC025431.1,True,False,False,False,False
AC025434.1,True,False,False,False,False
AC025437.1,True,False,False,False,False
AC025437.2,True,False,False,False,False
AC025437.3,True,False,False,False,False
AC025437.4,True,False,False,False,False
AC025437.5,True,False,False,False,False
AC025442.1,True,False,False,False,False
AC025465.1,True,False,False,False,False
AC025465.2,True,False,False,False,False
AC025465.3,True,False,False,False,False
AC025465.4,True,False,False,False,False
AC025470.2,True,False,False,False,False
AC025475.1,True,False,False,False,False
AC025521.1,True,False,False,False,False
AC025524.1,True,False,False,False,False
AC025524.2,True,False,False,False,False
AC025539.1,True,False,False,False,False
AC025566.1,True,False,False,False,False
AC025569.1,True,False,False,False,False
AC025572.1,True,False,False,False,False
AC025575.1,True,False,False,False,False
AC025575.2,True,False,False,False,False
AC025576.1,True,False,False,False,False
AC025576.2,True,False,False,False,False
AC025580.1,True,False,False,False,False
AC025580.2,True,False,False,False,False
AC025580.3,True,False,False,False,False
AC025627.1,True,False,False,False,False
AC025674.2,True,False,False,False,False
AC025682.1,True,False,False,False,False
AC025741.1,True,False,False,False,False
AC025752.1,True,False,False,False,False
AC025754.1,True,False,False,False,False
AC025754.2,True,False,False,False,False
AC025773.1,True,False,False,False,False
AC025809.1,True,False,False,False,False
AC025810.1,True,False,False,False,False
AC025811.1,True,False,False,False,False
AC025822.1,True,False,False,False,False
AC025822.2,True,False,False,False,False
AC025871.1,True,False,False,False,False
AC025887.1,True,False,False,False,False
AC025887.2,True,False,False,False,False
AC025917.1,True,False,False,False,False
AC025918.1,True,False,False,False,False
AC025946.1,True,False,False,False,False
AC025947.1,True,False,False,False,False
AC026116.1,True,False,False,False,False
AC026150.1,True,False,False,False,False
AC026150.3,True,False,False,False,False
AC026167.1,True,False,False,False,False
AC026191.1,True,False,False,False,False
AC026202.1,True,False,False,False,False
AC026202.2,True,False,False,False,False
AC026202.3,True,False,False,False,False
AC026250.1,True,False,False,False,False
AC026254.2,True,False,False,False,False
AC026304.1,True,False,False,False,False
AC026310.2,True,False,False,False,False
AC026316.2,True,False,False,False,False
AC026316.5,True,False,False,False,False
AC026320.1,True,False,False,False,False
AC026333.3,True,False,False,False,False
AC026333.4,True,False,False,False,False
AC026336.2,True,False,False,False,False
AC026336.3,True,False,False,False,False
AC026347.1,True,False,False,False,False
AC026353.1,True,False,False,False,False
AC026355.1,True,False,False,False,False
AC026355.2,True,False,False,False,False
AC026358.1,True,False,False,False,False
AC026367.1,True,False,False,False,False
AC026367.2,True,False,False,False,False
AC026367.3,True,False,False,False,False
AC026369.1,True,False,False,False,False
AC026369.2,True,False,False,False,False
AC026369.3,True,False,False,False,False
AC026391.1,True,False,False,False,False
AC026398.1,True,False,False,False,False
AC026401.1,True,False,False,False,False
AC026401.3,True,False,False,False,False
AC026412.3,True,False,False,False,False
AC026414.1,True,False,False,False,False
AC026415.1,True,False,False,False,False
AC026427.1,True,False,False,False,False
AC026434.1,True,False,False,False,False
AC026458.2,True,False,False,False,False
AC026461.3,True,False,False,False,False
AC026461.4,True,False,False,False,False
AC026462.2,True,False,False,False,False
AC026462.3,True,False,False,False,False
AC026462.4,True,False,False,False,False
AC026464.1,True,False,False,False,False
AC026464.3,True,False,False,False,False
AC026464.4,True,False,False,False,False
AC026469.1,True,False,False,False,False
AC026470.2,True,False,False,False,False
AC026471.1,True,False,False,False,False
AC026471.2,True,False,False,False,False
AC026471.3,True,False,False,False,False
AC026471.4,True,False,False,False,False
AC026471.5,True,False,False,False,False
AC026495.1,True,False,False,False,False
AC026523.1,True,False,False,False,False
AC026583.1,True,False,False,False,False
AC026585.1,True,False,False,False,False
AC026620.1,True,False,False,False,False
AC026688.2,True,False,False,False,False
AC026691.1,True,False,False,False,False
AC026704.1,True,False,False,False,False
AC026719.1,True,False,False,False,False
AC026719.2,True,False,False,False,False
AC026725.1,True,False,False,False,False
AC026726.1,True,False,False,False,False
AC026740.1,True,False,False,False,False
AC026741.1,True,False,False,False,False
AC026746.1,True,False,False,False,False
AC026765.1,True,False,False,False,False
AC026765.2,True,False,False,False,False
AC026771.1,True,False,False,False,False
AC026774.1,True,False,False,False,False
AC026780.1,True,False,False,False,False
AC026780.2,True,False,False,False,False
AC026782.1,True,False,False,False,False
AC026782.2,True,False,False,False,False
AC026785.2,True,False,False,False,False
AC026785.3,True,False,False,False,False
AC026786.1,True,False,False,False,False
AC026786.2,True,False,False,False,False
AC026790.1,True,False,False,False,False
AC026801.2,True,False,False,False,False
AC026803.2,True,False,False,False,False
AC026888.1,True,False,False,False,False
AC026894.1,True,False,False,False,False
AC026904.1,True,False,False,False,False
AC026904.2,True,False,False,False,False
AC026904.3,True,False,False,False,False
AC026904.4,True,False,False,False,False
AC026950.2,True,False,False,False,False
AC026954.2,True,False,False,False,False
AC026954.3,True,False,False,False,False
AC026979.1,True,False,False,False,False
AC026979.2,True,False,False,False,False
AC026979.3,True,False,False,False,False
AC026992.1,True,False,False,False,False
AC026992.2,True,False,False,False,False
AC027013.1,True,False,False,False,False
AC027018.1,True,False,False,False,False
AC027020.1,True,False,False,False,False
AC027020.2,True,False,False,False,False
AC027031.1,True,False,False,False,False
AC027031.2,True,False,False,False,False
AC027045.2,True,False,False,False,False
AC027045.3,True,False,False,False,False
AC027088.2,True,False,False,False,False
AC027088.3,True,False,False,False,False
AC027097.1,True,False,False,False,False
AC027097.2,True,False,False,False,False
AC027117.2,True,False,False,False,False
AC027130.1,True,False,False,False,False
